rank-1,rank-5,rank-10,rank-15,rank-20,rank-25,mAP
1.0,1.0,1.0,1.0,1.0,1.0,0.9594765497284432
1.0,1.0,1.0,1.0,1.0,1.0,0.974810088040567
1.0,1.0,1.0,1.0,1.0,1.0,0.9892780026629405
1.0,1.0,1.0,1.0,1.0,1.0,0.981668607854444
1.0,1.0,1.0,1.0,1.0,1.0,0.9821598096035262
1.0,1.0,1.0,1.0,1.0,1.0,0.98442329166487
1.0,1.0,1.0,1.0,1.0,1.0,0.9851104228787025
1.0,1.0,1.0,1.0,1.0,1.0,0.9862689643582726
